county_name,year,month,rainfall_anomaly_1m,rainfall_anomaly_3m,rainfall_rolling_3m,consecutive_dry_months,ndvi_anomaly_1m,ndvi_anomaly_3m,ndvi_trend_3m,maize_price_change_1m,maize_price_change_3m,maize_price_zscore,previous_ipc_phase,target_phase3plus
Garissa,2019,5,10.4,48.4,82.46666666666665,0,-1.8,43.2,-0.07200000000000001,-1.3249211356466877,-1.3456686291000841,-1.4475937799733911,2.0,0
Garissa,2019,6,27.9,14.1,60.56666666666666,0,17.5,12.5,0.065,-2.3870417732310316,-2.1994448003416616,-1.60808151306254,2.0,0
Garissa,2019,7,58.2,10.4,38.266666666666666,0,35.7,-1.8,0.07499999999999996,3.122270742358079,-0.6729758149316508,-1.403173068136216,2.0,0
Garissa,2019,8,16.5,27.9,12.9,0,25.0,17.5,0.05399999999999999,-2.3925471098877833,-1.7476555839727195,-1.565093727413661,2.0,0
Garissa,2019,9,50.5,58.2,12.466666666666667,0,36.8,35.7,0.01100000000000001,2.9067245119305856,3.5807860262008733,-1.3730816181820007,2.0,0
Garissa,2019,10,44.0,16.5,35.03333333333333,0,39.6,25.0,0.014000000000000012,-0.6534569983136593,-0.21172983273343213,-1.4175023300191758,2.0,0
Garissa,2019,11,31.2,50.5,60.46666666666666,0,30.0,36.8,0.03999999999999998,-3.0341608317419904,-0.8676789587852495,-1.6224107749455,2.0,0
Garissa,2019,12,50.8,44.0,73.89999999999999,0,51.1,39.6,-0.11699999999999999,4.923413566739606,1.0750421585160204,-1.300002382578906,2.0,0
Garissa,2020,1,-10.5,31.2,50.099999999999994,1,-2.1,30.0,-0.182,2.7737226277372264,4.561850201570125,-1.1094231995355417,2.0,0
Garissa,2020,2,-24.2,50.8,23.2,2,-35.0,51.1,-0.10199999999999998,0.6696428571428571,8.555798687089714,-1.0621366353217747,2.0,0
Garissa,2020,3,2.2,-10.5,25.3,0,14.6,-2.1,-0.049000000000000016,-0.8062890546260835,2.627737226277372,-1.1194536828536135,2.0,0
Garissa,2020,4,-15.0,-24.2,43.1,1,-19.6,-35.0,0.04200000000000001,3.31233489128226,3.1655844155844153,-0.88588671416137,2.0,0
Garissa,2020,5,-14.1,2.2,66.7,2,-20.0,14.6,0.017000000000000015,-4.681353265145555,-2.31808103204999,-1.2269231469758115,2.0,0
Garissa,2020,6,14.1,-15.0,49.86666666666665,0,20.7,-19.6,0.07099999999999998,2.24927775484936,0.6909164803901646,-1.0707341924515505,2.0,0
Garissa,2020,7,1.1,-14.1,33.0,0,5.7,-20.0,0.08499999999999999,0.4843592330978809,-2.065302911093627,-1.0363439639324472,2.0,0
Garissa,2020,8,6.6,14.1,9.299999999999999,0,10.4,20.7,-0.05400000000000005,-4.057039566177948,-1.4238547255468428,-1.3257950539682335,2.0,0
Garissa,2020,9,-1.1,1.1,9.0,1,1.4,5.7,-0.04899999999999999,0.8582792547624032,-2.7648839556004035,-1.2670450802480986,2.0,0
Garissa,2020,10,-8.8,6.6,28.2,2,-11.8,10.4,0.03799999999999998,4.379410543794105,1.004217714400482,-0.9646976545176486,2.0,0
Garissa,2020,11,12.8,-1.1,43.79999999999999,0,23.9,1.4,0.007000000000000006,-2.1475442433883476,3.0144442118484402,-1.1194536828536135,2.0,0
Garissa,2020,12,-6.5,-8.8,59.46666666666666,1,3.9,-11.8,-0.007000000000000006,0.629953261532209,2.7812370278123706,-1.0750329710164384,2.0,0
Garissa,2021,1,-7.3,12.8,38.199999999999996,2,-14.3,23.9,-0.24699999999999997,26.070274636510497,24.139988069198647,0.774874738073662,2.0,1
Garissa,2021,2,-61.5,-6.5,20.73333333333333,3,-64.3,3.9,-0.13199999999999998,1.521704308825885,28.79496037390774,0.9110027259617794,3.0,1
Garissa,2021,3,-62.6,-7.3,11.199999999999998,4,-43.2,-14.3,-0.10999999999999999,-1.230672136320606,26.413570274636513,0.7992344832746936,3.0,1
Garissa,2021,4,-62.0,-61.5,18.666666666666668,5,-53.6,-64.3,0.0010000000000000009,0.06389776357827476,0.3363767419509851,0.8049661880278774,3.0,1
Garissa,2021,5,-63.1,-62.6,25.433333333333334,6,-63.9,-43.2,-0.07,1.7241379310344827,0.5364468286525718,0.9597222163638425,3.0,1
Garissa,2021,6,-66.2,-62.0,17.766666666666666,7,-68.2,-53.6,-0.034,-2.7306967984934087,-0.9904153354632588,0.7103930596003433,3.0,1
Garissa,2021,7,-59.3,-63.1,10.466666666666667,8,-65.7,-63.9,0.06,0.516295579219103,-0.5427841634738186,0.7562466976258144,3.0,1
Garissa,2021,8,-56.0,-66.2,3.733333333333333,9,-42.5,-68.2,0.020000000000000004,-1.1235955056179776,-3.327055869428751,0.6559418644450963,3.0,1
Garissa,2021,9,-61.5,-59.3,3.6999999999999997,10,-61.1,-65.7,0.04100000000000001,2.75974025974026,2.1297192642787994,0.8995393164554116,3.0,1
Garissa,2021,10,-60.4,-56.0,11.166666666666666,11,-51.1,-42.5,-0.022999999999999993,-4.502369668246446,-2.9695024077046552,0.4911553527910595,3.0,1
Garissa,2021,11,-55.8,-61.5,17.2,12,-50.7,-61.1,0.016,3.7551695616211744,1.8181818181818181,0.8164295975342453,3.0,1
Garissa,2021,12,-63.8,-60.4,22.900000000000002,13,-55.4,-51.1,-0.015000000000000013,0.04783163265306122,-0.8688783570300158,0.8207283760991332,3.0,1
Garissa,2022,1,-65.3,-55.8,15.133333333333333,14,-56.4,-50.7,-0.017000000000000015,3.808764940239044,7.758478081058725,1.1631977351018705,3.0,1
Garissa,2022,2,-65.9,-63.8,9.133333333333333,15,-56.8,-55.4,0.009000000000000008,-2.425544980042984,1.3392857142857142,0.936795397351107,3.0,1
Garissa,2022,3,-60.4,-65.3,10.5,16,-52.1,-56.4,0.024999999999999994,1.195720578980491,2.50199203187251,1.0456977876616007,3.0,1
Garissa,2022,4,-64.7,-65.9,15.533333333333331,17,-47.5,-56.8,-0.040999999999999995,4.104477611940299,2.7939821922014123,1.4239903013717374,3.0,1
Garissa,2022,5,-74.1,-60.4,23.266666666666666,18,-71.4,-52.1,-0.01100000000000001,-1.881720430107527,3.366897419760856,1.243441601646445,3.0,1
Garissa,2022,6,-61.8,-64.7,15.700000000000001,19,-56.1,-47.5,-0.05099999999999999,4.550989345509893,6.794154228855722,1.6718865319469407,3.0,1
Garissa,2022,7,-76.9,-74.1,10.6,20,-65.7,-71.4,0.021999999999999992,-4.993448828068132,-2.5388291517323776,1.1803928493614222,3.0,1
Garissa,2022,8,-68.1,-61.8,2.6666666666666665,21,-63.6,-56.1,-0.017,2.359791602819491,1.67427701674277,1.401063482359002,3.0,1
Garissa,2022,9,-67.0,-76.9,3.4333333333333336,22,-62.1,-65.7,0.04799999999999999,-3.5778443113772456,-6.230892415198719,1.0585941233562646,3.0,1
Garissa,2022,10,-51.6,-68.1,10.066666666666668,23,-48.6,-63.6,0.05900000000000001,0.37261294829995345,-0.9347226478700583,1.092984351875368,3.0,1
Garissa,2022,11,-61.8,-67.0,16.766666666666666,24,-42.5,-62.1,0.02800000000000001,3.9133797370456302,0.5688622754491018,1.455514677514249,3.0,1
Garissa,2022,12,-61.3,-51.6,23.833333333333332,25,-52.1,-48.6,-0.02099999999999999,-3.7660017862459068,0.37261294829995345,1.092984351875368,3.0,1
Garissa,2023,1,-57.1,-61.8,18.233333333333334,26,-56.1,-42.5,0.023999999999999994,-3.0781129156999225,-3.0781129156999225,0.8078320404044694,3.0,1
Garissa,2023,2,-34.1,-61.3,12.666666666666666,27,-33.9,-52.1,0.07699999999999999,-2.393871688477498,-8.96100029770765,0.5928931121600736,3.0,1
Garissa,2023,3,-29.7,-57.1,21.333333333333332,28,-24.6,-56.1,0.099,-3.499018966644866,-8.708430007733952,0.28624690786473544,3.0,1
Garissa,2023,4,-26.5,-34.1,37.36666666666667,29,-20.7,-33.9,0.018000000000000016,-0.42358522534733983,-6.208107245451644,0.2504237531573361,3.0,1
Garissa,2023,5,-22.9,-29.7,51.46666666666667,30,-27.5,-24.6,-0.006000000000000005,3.3690658499234303,-0.6703727926749509,0.5341431384399387,3.0,1
Garissa,2023,6,-30.6,-26.5,36.666666666666664,31,-26.8,-20.7,-0.02099999999999999,-2.4855967078189303,0.3727549983056591,0.3177712840072468,3.0,1
Garissa,2023,7,-20.9,-22.9,20.566666666666666,32,-28.2,-27.5,-0.015000000000000013,5.604321404456448,6.448868470307981,0.7935027785215096,3.0,1
Garissa,2023,8,-36.3,-30.6,6.133333333333333,33,-32.9,-26.8,-0.011999999999999983,0.9910485933503836,4.0,0.88234420219586,3.0,1
Garissa,2023,9,-40.7,-20.9,5.266666666666667,34,-31.1,-28.2,-0.084,2.40582462804685,9.216745442268737,1.1001489828168478,3.0,1
Garissa,2023,10,-49.5,-36.3,35.06666666666667,35,-58.2,-32.9,0.239,-13.786707882534778,-10.837595907928389,-0.17802117714315965,3.0,1
Garissa,2023,11,59.5,-40.7,67.2,0,52.5,-31.1,0.282,-1.559698816780208,-13.089585311807534,-0.30268575552490923,3.0,1
Garissa,2023,12,70.6,-49.5,92.7,0,69.6,-58.2,0.23099999999999998,2.039701329448188,-13.400309119010819,-0.14219802243576032,3.0,1
Garissa,2024,1,35.9,59.5,65.46666666666667,0,24.3,52.5,-0.034999999999999976,-0.053542744958058185,0.39440659734671923,-0.14649680100064824,3.0,0
Garissa,2024,2,48.4,70.6,34.36666666666667,0,40.0,69.6,-0.22799999999999998,2.767857142857143,4.807867419413586,0.07560675818522748,2.0,0
Garissa,2024,3,-6.6,35.9,34.800000000000004,1,-11.8,24.3,-0.023999999999999966,0.3475238922675934,3.0697840442620024,0.10426528195114693,2.0,0
Garissa,2024,4,17.4,48.4,64.16666666666667,0,15.7,40.0,-0.014000000000000012,-0.7619047619047619,2.3392857142857144,0.04121652966612414,2.0,0
Garissa,2024,5,44.7,-6.6,92.7,0,35.0,-11.8,0.08700000000000002,1.7448961786773687,1.320590790616855,0.1845091484957214,2.0,0
Garissa,2024,6,34.0,17.4,69.06666666666666,0,19.3,15.7,0.019000000000000017,1.646372834848225,2.632034632034632,0.3220700625721347,2.0,0
Garissa,2024,7,26.4,44.7,38.63333333333333,0,22.5,35.0,-0.02400000000000002,-2.44643158427535,0.8898970511254581,0.11429576526921874,2.0,0
Garissa,2024,8,13.2,34.0,10.333333333333334,0,26.4,19.3,-0.050000000000000044,-1.176063645797302,-2.006516892471274,0.01685678446509261,2.0,0
Garissa,2024,9,1.1,26.4,9.866666666666667,0,1.4,22.5,-0.028000000000000025,2.2751137556877845,-1.4003711827231315,0.20313718894356902,2.0,0
Garissa,2024,10,11.0,13.2,28.966666666666665,0,12.5,26.4,-0.020999999999999963,0.838466803559206,1.9197509512279487,0.2733505721700717,2.0,0
Garissa,2024,11,13.3,1.1,56.133333333333326,0,18.9,1.4,0.137,0.2715085694892245,3.4126706335316768,0.2962773911828072,2.0,0
Garissa,2024,12,52.0,11.0,70.60000000000001,0,50.4,12.5,-0.067,-3.0123540362159416,-1.9336071184120465,0.04121652966612414,2.0,0
Mandera,2019,1,,,11.0,0,,,,,,-1.443453484723428,,0
Mandera,2019,2,57.1,,10.55,0,68.2,,,1.9302737837305497,,-1.3010038310470338,2.0,0
Mandera,2019,3,44.3,,25.3,0,47.7,,,-4.521739130434783,,-1.6411387183967914,2.0,0
Mandera,2019,4,-2.1,57.1,41.166666666666664,1,-5.5,68.2,-0.11099999999999999,4.675166970248937,1.8711837699428797,-1.305364534731005,2.0,0
Mandera,2019,5,4.6,44.3,60.26666666666667,0,17.7,47.7,-0.08400000000000002,-5.974477958236659,-6.028985507246377,-1.7545170141800437,2.0,0
Mandera,2019,6,20.4,-2.1,44.9,0,9.5,-5.5,0.12100000000000002,5.593255192268147,3.9263307022869864,-1.3591465468333173,2.0,0
Mandera,2019,7,24.3,4.6,28.26666666666667,0,49.5,17.7,0.030999999999999972,-3.11587147030185,-3.8089713843774167,-1.5917174099784503,2.0,0
Mandera,2019,8,24.3,20.4,8.799999999999999,0,31.8,9.5,0.05199999999999999,2.371859296482412,4.729590787579683,-1.4201963984089145,2.0,0
Mandera,2019,9,28.6,24.3,9.433333333333332,0,33.2,49.5,0.025999999999999968,1.178087571176124,0.3505355404089581,-1.3329823247294896,2.0,0
Mandera,2019,10,51.4,24.3,25.733333333333334,0,61.4,31.8,0.0,1.4942751795070832,5.125628140703518,-1.2210575968408943,2.0,0
Mandera,2019,11,21.0,28.6,41.03333333333333,0,31.8,33.2,-0.05299999999999999,-0.4397705544933079,2.238366385234636,-1.2544896584180072,2.0,0
Mandera,2019,12,15.3,51.4,58.300000000000004,0,9.1,61.4,-0.02899999999999997,-2.7270981371231033,-1.7077430622938095,-1.4608962994593129,2.0,0
Mandera,2020,1,31.1,21.0,41.666666666666664,0,48.2,31.8,-0.04199999999999998,5.449160908193484,2.1223709369024855,-1.059711560533958,2.0,0
Mandera,2020,2,10.0,15.3,25.96666666666667,0,12.7,9.1,0.0010000000000000009,-1.7974162141920986,0.7297868254273093,-1.199254078421038,2.0,0
Mandera,2020,3,11.4,31.1,20.833333333333332,0,9.5,48.2,-0.137,-0.9532888465204957,2.566633761105627,-1.2719324731538921,2.0,0
Mandera,2020,4,-16.1,10.0,36.666666666666664,1,-14.1,12.7,-0.04200000000000001,4.177093358999037,1.329339075079573,-0.9565082400133051,2.0,0
Mandera,2020,5,-1.4,11.4,44.833333333333336,2,-6.4,9.5,-0.142,-4.194382852919438,-1.1439466158245948,-1.286468152100463,2.0,0
Mandera,2020,6,-42.3,-16.1,31.0,3,-55.0,-14.1,-0.017999999999999988,2.333654773384764,2.136669874879692,-1.110586436846956,2.0,0
Mandera,2020,7,-21.4,-1.4,14.633333333333331,4,-22.3,-6.4,-0.02099999999999999,0.5653976630229929,-1.4042867701404287,-1.0669794000072435,2.0,0
Mandera,2020,8,-12.9,-42.3,5.63333333333333,5,-15.9,-55.0,0.07399999999999998,0.6934032983508246,3.6258437801350047,-1.0131973879049314,2.0,0
Mandera,2020,9,-24.3,-21.4,6.033333333333331,6,-21.4,-22.3,0.04899999999999999,-0.5397357156151126,0.7161703731624576,-1.0553508568499868,2.0,0
Mandera,2020,10,-4.3,-12.9,22.63333333333333,7,0.0,-15.9,0.07700000000000001,-0.9169161676646707,-0.7683658170914542,-1.126575683688184,2.0,0
Mandera,2020,11,17.4,-24.3,33.53333333333333,0,19.1,-21.4,-0.023999999999999994,-1.41643059490085,-2.8475711892797317,-1.235593275787465,2.0,0
Mandera,2020,12,-20.2,-4.3,43.666666666666664,1,-32.3,0.0,-0.056999999999999995,2.432950191570881,0.0561377245508982,-1.0509901531660155,2.0,0
Mandera,2021,1,-22.1,17.4,25.933333333333326,2,-25.9,19.1,-0.182,25.62184402468674,26.855524079320116,0.9403978625141882,2.0,1
Mandera,2021,2,-61.4,-20.2,14.266666666666666,3,-63.6,-32.3,-0.06899999999999999,-2.992407324698526,24.82758620689655,0.6482307156881145,3.0,1
Mandera,2021,3,-57.1,-22.1,9.566666666666665,4,-63.6,-25.9,-0.083,-0.49109883364027007,21.26426033289695,0.601716543059088,3.0,1
Mandera,2021,4,-58.9,-61.4,15.699999999999998,5,-63.6,-63.6,0.0,1.61937075879087,-1.9056126246836385,0.7543411719980816,3.0,1
Mandera,2021,5,-62.3,-57.1,22.0,6,-63.6,-63.6,0.0,2.337228714524207,3.483732351135666,0.9781906277752724,3.0,1
Mandera,2021,6,-60.9,-58.9,15.399999999999999,7,-63.6,-63.6,0.0,-2.921548272282367,0.9561998766193708,0.6918377525278271,3.0,1
Mandera,2021,7,-54.3,-62.3,8.93333333333333,8,-63.6,-63.6,0.0,5.087076076993584,4.401274852026104,1.1758758614486358,3.0,1
