county_name,year,month,commodity,price
Garissa,2022,10,Maize,6465.0
Garissa,2022,11,Maize,6718.0
Garissa,2022,12,Maize,6465.0
Garissa,2023,1,Maize,6266.0
Garissa,2023,2,Maize,6116.0
Garissa,2023,3,Maize,5902.0
Garissa,2023,4,Maize,5877.0
Garissa,2023,5,Maize,6075.0
Garissa,2023,6,Maize,5924.0
Garissa,2023,7,Maize,6256.0
Garissa,2023,8,Maize,6318.0
Garissa,2023,9,Maize,6470.0
Garissa,2023,10,Maize,5578.0
Garissa,2023,11,Maize,5491.0
Garissa,2023,12,Maize,5603.0
Garissa,2024,1,Maize,5600.0
Garissa,2024,2,Maize,5755.0
Garissa,2024,3,Maize,5775.0
Garissa,2024,4,Maize,5731.0
Garissa,2024,5,Maize,5831.0
Garissa,2024,6,Maize,5927.0
Garissa,2024,7,Maize,5782.0
Garissa,2024,8,Maize,5714.0
Garissa,2024,9,Maize,5844.0
Garissa,2024,10,Maize,5893.0
Garissa,2024,11,Maize,5909.0
Garissa,2024,12,Maize,5731.0
Baringo,2019,1,Maize,4187.0
Baringo,2019,2,Maize,4233.0
Baringo,2019,3,Maize,4200.0
Baringo,2019,4,Maize,4332.0
Baringo,2019,5,Maize,4108.0
Baringo,2019,6,Maize,4269.0
Baringo,2019,7,Maize,4239.0
Baringo,2019,8,Maize,4172.0
Baringo,2019,9,Maize,4231.0
Baringo,2019,10,Maize,4236.0
Baringo,2019,11,Maize,4143.0
Baringo,2019,12,Maize,4379.0
Baringo,2020,1,Maize,4549.0
Baringo,2020,2,Maize,4411.0
Baringo,2020,3,Maize,4400.0
Baringo,2020,4,Maize,4423.0
Baringo,2020,5,Maize,4438.0
Baringo,2020,6,Maize,4337.0
Baringo,2020,7,Maize,4307.0
Baringo,2020,8,Maize,4298.0
Baringo,2020,9,Maize,4450.0
Baringo,2020,10,Maize,4446.0
Baringo,2020,11,Maize,4490.0
Baringo,2020,12,Maize,4525.0
Baringo,2021,1,Maize,5828.0
Baringo,2021,2,Maize,5815.0
Baringo,2021,3,Maize,5728.0
Baringo,2021,4,Maize,5717.0
Baringo,2021,5,Maize,5748.0
Baringo,2021,6,Maize,5835.0
Baringo,2021,7,Maize,5721.0
Baringo,2021,8,Maize,5838.0
Baringo,2021,9,Maize,5823.0
Baringo,2021,10,Maize,5773.0
Baringo,2021,11,Maize,5798.0
Baringo,2021,12,Maize,5836.0
Baringo,2022,1,Maize,5815.0
Baringo,2022,2,Maize,5931.0
Baringo,2022,3,Maize,5940.0
Baringo,2022,4,Maize,5984.0
Baringo,2022,5,Maize,5843.0
Baringo,2022,6,Maize,6106.0
Baringo,2022,7,Maize,5972.0
Baringo,2022,8,Maize,6191.0
Baringo,2022,9,Maize,6130.0
Baringo,2022,10,Maize,5968.0
Baringo,2022,11,Maize,5956.0
Baringo,2022,12,Maize,5856.0
Baringo,2023,1,Maize,5939.0
Baringo,2023,2,Maize,5547.0
Baringo,2023,3,Maize,5590.0
Baringo,2023,4,Maize,5802.0
Baringo,2023,5,Maize,5751.0
Baringo,2023,6,Maize,5650.0
Baringo,2023,7,Maize,5487.0
Baringo,2023,8,Maize,5886.0
Baringo,2023,9,Maize,5793.0
Baringo,2023,10,Maize,5178.0
Baringo,2023,11,Maize,5158.0
Baringo,2023,12,Maize,5129.0
Baringo,2024,1,Maize,5212.0
Baringo,2024,2,Maize,5236.0
Baringo,2024,3,Maize,5419.0
Baringo,2024,4,Maize,5281.0
Baringo,2024,5,Maize,5391.0
Baringo,2024,6,Maize,5221.0
Baringo,2024,7,Maize,5240.0
Baringo,2024,8,Maize,5278.0
Baringo,2024,9,Maize,5280.0
Baringo,2024,10,Maize,5279.0
Baringo,2024,11,Maize,5287.0
Baringo,2024,12,Maize,5303.0
